balance,purchases,cash_adv,cash_adv_trx,purchases_trx,prc_full_pay,tenure,credit_limit
1123.42,1992.27,1992.27,2,30,0,12,4500
5055.77,0,0,0,69,0,12,1900
717.24,4718.27,4718.27,7,24,0,12,18000
8168.9,0,0,0,59,0.92,12,16500
548.79,3075.12,3075.12,5,48,0.08,12,3500
853,999.04,999.04,3,6,0,12,4000
4044.14,0,0,0,66,0,12,6700
115.5,0,0,0,3,0,12,1200
0,1256.71,1256.71,11,0,0,12,9500
345.3,3599.22,3599.22,18,2,0,12,6500
956.05,0,0,0,16,0,12,2500
0,4561.83,4561.83,10,0,0,12,11500
82.85,0,0,0,13,0.4,11,3500
248.75,1016.52,1016.52,1,2,0,12,6000
0,12405.29,12405.29,13,0,0.08,12,11500
400.98,259.05,259.05,1,6,0,12,12500
1194.52,790.21,790.21,6,15,0,12,6000
0,133.05,133.05,2,0,0,7,1200
0,3802.39,3802.39,17,0,0,12,7500
908.15,1008.64,1008.64,9,23,0.08,12,3000
1237.37,0,0,0,13,0,12,4500
151.92,0,0,0,8,0.67,8,1000
64,0,0,0,6,0,12,2550
1002.93,0,0,0,23,0,12,4000
0,2496.72,2496.72,3,0,0.17,12,5000
248.44,0,0,0,6,0,12,1200
1277.5,0,0,0,7,0.4,12,2500
290.6,0,0,0,12,0.08,12,2000
519.79,0,0,0,8,0,12,1200
70,365.23,365.23,6,1,0.17,12,2500
1282.38,0,0,0,11,0,12,11500
0,702.91,702.91,7,0,0,12,11000
0,1398.4,1398.4,1,0,0,12,8000
0,2399.44,2399.44,3,0,0,12,7000
0,1960.26,1960.26,3,0,0,12,4500
261.16,0,0,0,16,0.25,12,4000
1147.23,0,0,0,6,0.18,12,4000
0,844.08,844.08,13,0,0,12,3000
2253.98,4161.1,4161.1,30,68,0,10,9000
0,1258.98,1258.98,14,0,0.08,12,6500
189.85,0,0,0,4,0,12,3000
0,2338.98,2338.98,2,0,0,12,6000
0,370.73,370.73,1,0,1,12,1000
3987.01,2791.26,2791.26,13,25,0,12,7500
0,967.48,967.48,1,0,0,12,6500
626.28,0,0,0,22,0,12,3000
0,171.92,171.92,8,0,0,12,1000
675.89,1521.87,1521.87,12,12,0,12,12000
0,9236.09,9236.09,23,0,0,12,13000
13.66,0,0,0,1,0,11,7000
5393.36,0,0,0,86,0,12,3000
0,270.2,270.2,1,0,0,12,2900
2315.86,0,0,0,27,0,12,4000
2650.91,0,0,0,33,0,12,7000
3211.86,0,0,0,22,0,12,11000
229.48,0,0,0,3,0,12,3050
254,0,0,0,12,0.5,12,3000
3145.79,0,0,0,26,0,12,6000
971.2,446.95,446.95,1,3,0.67,12,1000
0,1786.07,1786.07,4,0,0,12,3000
98.83,0,0,0,5,0.67,11,7000
0,196.62,196.62,1,0,0,12,1200
4440.8,0,0,0,19,0.75,12,1500
0,154.55,154.55,1,0,0,11,4000
250,0,0,0,6,0.08,12,10000
0,18.51,18.51,1,0,0,12,1200
305.6,0,0,0,2,0,12,16500
1315.39,0,0,0,50,1,12,3500
433.5,0,0,0,13,0.27,11,9000
744.9,956.42,956.42,7,10,0,12,4000
0,335.06,335.06,2,0,0,12,1800
368.47,66.32,66.32,2,5,1,12,2500
50,947.14,947.14,2,1,0,12,5500
562.5,0,0,0,5,0,12,1500
0,363.68,363.68,1,0,0,8,1500
581,0,0,0,7,0,12,1000
0,219.93,219.93,4,0,0,12,1200
992.88,0,0,0,12,0,12,4500
4939.1,2365.84,2365.84,7,309,0,12,6000
74.42,0,0,0,3,0,12,700
99,0,0,0,4,0,12,6000
387,0,0,0,9,1,9,3000
0,617.74,617.74,2,0,0.08,12,1800
182.1,113.92,113.92,1,4,0.2,12,6000
3648.73,2034.66,2034.66,7,46,0,10,7000
48.78,0,0,0,1,0,12,500
1468.1,0,0,0,27,0.5,12,3000
158.24,2508.93,2508.93,5,8,0,12,2500
25.69,0,0,0,1,0,12,4500
548.85,153.67,153.67,1,13,0,12,1200
0,6163.11,6163.11,10,0,0,12,12000
2754.49,3193.92,3193.92,9,43,0,12,13000
230,1099.15,1099.15,1,2,0,12,1200
310.44,0,0,0,5,0.14,12,4000
0,2494.5,2494.5,21,0,0,6,3000
349.12,0,0,0,4,0,12,2700
1536.31,0,0,0,8,0.63,12,3000
0,266.98,266.98,10,0,0,12,3000
225.02,0,0,0,3,1,8,10000
45.65,47.79,47.79,1,1,0,12,1000
242.9,0,0,0,2,0,12,1500
0,1172.64,1172.64,3,0,0,12,6000
400.19,0,0,0,14,0.73,12,8500
33.38,0,0,0,2,0,10,1000
325.95,0,0,0,9,0,12,2400
0,948.38,948.38,2,0,0,12,1200
0,3516.55,3516.55,6,0,0,11,4500
780,0,0,0,12,0,12,3000
0,413.38,413.38,8,0,0,12,1800
1441.32,0,0,0,11,0,12,6000
243,0,0,0,9,0,12,1200
589.59,0,0,0,17,0,12,5000
0,499.79,499.79,4,0,0.17,12,1200
424.76,0,0,0,4,0,12,5000
2786.08,0,0,0,33,0,12,4500
545.34,0,0,0,9,0,12,1500
337.98,198.19,198.19,7,45,0,12,3000
1078.89,2081.15,2081.15,4,20,0,6,5000
886.56,0,0,0,12,0,12,1000
830.45,0,0,0,8,0,12,6000
4079.01,0,0,0,72,0,12,11500
540,527.01,527.01,6,2,0,12,11500
3603,0,0,0,44,1,12,6000
962.78,360.15,360.15,1,30,0,12,1000
10903.22,0,0,0,136,1,12,12000
405.93,0,0,0,1,0,9,6500
627.42,0,0,0,16,0.08,12,2500
190,1496.44,1496.44,5,1,0,12,1500
71.52,0,0,0,6,0.25,6,1500
0,744.22,744.22,11,0,0,12,2500
0,4824.43,4824.43,10,0,0.08,12,5000
0,260.72,260.72,2,0,0,7,1200
0,2338.87,2338.87,2,0,0,12,4000
92.2,0,0,0,7,0.17,12,3000
1321.52,0,0,0,15,0,12,4500
987.26,0,0,0,29,0,12,6500
2166.56,0,0,0,16,0.4,12,3000
350.94,0,0,0,9,0.4,12,5000
632.3,0,0,0,12,0.5,12,2000
2997.02,0,0,0,22,0,12,7000
0,4116.97,4116.97,34,0,0,11,2500
456.7,0,0,0,4,0,12,1200
515.14,0,0,0,11,0,12,4500
1960.18,271.84,271.84,1,42,0.1,12,3000
11.35,0,0,0,1,0,12,1200
0,2381.72,2381.72,2,0,0,12,8000
344.75,1347.9,1347.9,9,7,0,12,2500
308.22,0,0,0,11,0.5,12,2000
335.38,0,0,0,3,0.11,12,3000
272.34,0,0,0,8,0.27,12,1500
1562.74,1443.2,1443.2,4,9,0,12,9000
1090,0,0,0,6,0.67,12,4500
435.04,0,0,0,11,0,12,1200
300,0,0,0,6,1,12,11500
1814.64,0,0,0,25,0.33,12,4000
637.84,0,0,0,7,0,11,4500
1580.56,2703.41,2703.41,14,61,1,12,2500
0,737.65,737.65,2,0,0,12,5500
110,0,0,0,1,0,12,8000
1730.3,0,0,0,21,0.08,12,2500
108.39,0,0,0,6,0,12,1500
1399.55,0,0,0,12,0.3,12,7500
755.14,0,0,0,29,0.33,12,6500
1591.48,0,0,0,23,0.2,12,2000
0,2139.75,2139.75,6,0,0.14,12,10000
693.89,0,0,0,13,0.09,12,1500
94.5,0,0,0,2,0,12,1500
0,288.45,288.45,2,0,0,12,4500
78.09,0,0,0,3,0,12,4000
321.07,0,0,0,11,0,12,3000
2073.54,175.83,175.83,4,35,0.33,12,700
0,7098.89,7098.89,13,0,0,10,8000
130.32,0,0,0,2,0,12,1500
4492.85,0,0,0,40,0,12,10000
0,648.81,648.81,4,0,0,12,2500
1355.77,929.96,929.96,1,24,0,12,4000
1553.8,0,0,0,8,0.8,12,16500
206.69,0,0,0,5,0.3,12,2000
1709,0,0,0,1,0,9,2283
469.62,0,0,0,12,0.4,12,4000
149.55,0,0,0,1,0,12,5000
152.02,0,0,0,7,0.5,12,1000
147.48,0,0,0,12,0.42,12,3000
440.57,0,0,0,13,0,12,1000
281.97,0,0,0,5,0,12,1000
2317.89,0,0,0,55,0,12,5500
448,0,0,0,5,1,12,3000
329.47,58.54,58.54,2,22,0,12,1800
250,0,0,0,5,1,12,1200
146.73,3249.38,3249.38,10,2,0.08,12,3000
552.66,76.63,76.63,2,20,0.09,12,500
1160,0,0,0,29,0.4,12,7000
0,939.39,939.39,10,0,0,11,11000
319.67,0,0,0,5,0,6,7500
2148.34,0,0,0,32,1,12,5000
1506.92,0,0,0,33,0,12,2500
0,1385.13,1385.13,3,0,0,12,1500
677.68,0,0,0,14,0.27,12,3000
2529.64,0,0,0,83,0,12,7500
4569.65,3883.52,3883.52,5,24,0,10,30000
2061.48,0,0,0,23,0.64,12,8500
198.96,7019.08,7019.08,13,7,0,12,11000
0,1848.69,1848.69,1,0,0,12,9700
0,303.82,303.82,2,0,0,12,4000
462.33,1065.75,1065.75,3,11,0,7,1200
5967.42,0,0,0,73,0,12,11500
483.4,1288.83,1288.83,2,1,0,12,2000
1606.51,0,0,0,98,0.08,12,1000
0,591.25,591.25,1,0,0,12,3500
408.59,0,0,0,7,0.13,12,2500
0,1817.84,1817.84,2,0,0,7,2000
1697.15,0,0,0,37,0,12,7500
0,928.31,928.31,1,0,0,11,3000
2894.04,1386.85,1386.85,2,34,0,12,20000
534.26,0,0,0,21,0,12,16000
3220.25,2367.01,2367.01,15,28,0,12,5500
266,168.51,168.51,2,4,0,9,1500
0,872.86,872.86,4,0,0,12,6500
315,0,0,0,12,0,12,1000
1433.99,0,0,0,19,0.88,11,4000
0,500.67,500.67,2,0,0.09,11,3000
1324.82,914.68,914.68,4,17,0,12,6000
84,259.11,259.11,2,2,0.3,12,2000
377.62,0,0,0,6,0.18,12,2500
328.1,0,0,0,4,0,12,6500
60,0,0,0,1,0,12,6000
246.29,0,0,0,4,0,11,500
281.7,0,0,0,2,0,12,7500
0,4697.17,4697.17,7,0,0.09,12,8000
839.65,96.76,96.76,1,7,0,12,4000
0,1285.83,1285.83,2,0,0,12,2500
265.76,0,0,0,11,0,12,1500
59.8,0,0,0,2,0,12,500
231.41,0,0,0,16,0,6,2500
480,416.57,416.57,3,8,0,7,1000
0,253.89,253.89,1,0,0,9,500
0,1106.36,1106.36,4,0,0,12,1200
0,3087,3087,5,0,0,12,3500
62.53,0,0,0,1,0.09,12,1700
594.88,3281.89,3281.89,15,9,0,12,9000
1489.28,0,0,0,8,0,12,3500
1352.52,0,0,0,1,0,12,10000
0,2887.01,2887.01,10,0,0,12,4500
0,38.93,38.93,1,0,0,12,2100
4164.14,0,0,0,53,1,12,4000
183.6,0,0,0,12,0,12,1500
0,2222.77,2222.77,11,0,0.14,9,3000
0,1865.81,1865.81,11,0,0,12,3000
159.6,879.37,879.37,2,2,0,12,4500
0,371.67,371.67,4,0,0,12,1500
37.3,0,0,0,2,0,12,1000
0,575.8,575.8,2,0,0,12,500
232.45,0,0,0,10,0.36,12,1800
4760.11,19.93,19.93,1,85,0.18,12,4000
1469.66,2150.27,2150.27,19,43,0,12,3000
832.7,757.38,757.38,7,19,0,12,4000
99.8,3445.52,3445.52,48,2,0.11,12,3000
45.87,0,0,0,1,0,12,3000
341.45,0,0,0,17,0.9,12,5000
2893.57,0,0,0,71,1,12,10000
177.62,1831.12,1831.12,19,4,0,12,4000
125,0,0,0,6,0.71,11,1500
0,1529.4,1529.4,4,0,0,12,1800
588.02,0,0,0,5,0.4,12,7000
250,0,0,0,12,0.11,12,1000
26.49,0,0,0,1,0,12,7500
60.82,2361.47,2361.47,17,3,0,12,3500
0,37,37,1,0,0,12,600
300,0,0,0,3,0,12,4000
792.68,446.49,446.49,7,21,0,12,3500
1093,247.2,247.2,2,7,0,12,7500
0,4933.67,4933.67,14,0,0,12,12000
209.1,0,0,0,4,0,12,1800
2884.42,0,0,0,46,0,12,4500
371.16,0,0,0,12,0.17,12,2000
5683.71,0,0,0,110,0,12,3000
790.8,5001.96,5001.96,4,17,0,12,5000
303.03,0,0,0,13,0,12,3000
2435.21,0,0,0,30,1,12,7500
0,892.94,892.94,2,0,0.33,8,1500
1262.28,0,0,0,6,0.13,12,10500
0,182.14,182.14,1,0,0,11,3000
88.04,0,0,0,1,0,12,1500
0,2774.39,2774.39,7,0,0,12,3000
525,0,0,0,12,0.08,12,1000
117.23,2746.43,2746.43,6,1,0,12,8000
692.52,637.08,637.08,5,13,0,12,3000
630,0,0,0,12,0.2,12,1000
0,182.51,182.51,2,0,0,12,4000
0,12527.49,12527.49,17,0,0.08,12,10500
1865.55,583.32,583.32,7,20,0.09,12,3000
1013.61,0,0,0,13,0,12,2500
2598.51,0,0,0,26,0,11,16000
1004.9,0,0,0,10,0,12,2500
745.48,0,0,0,35,0,12,2500
4124.81,0,0,0,72,0,12,6500
95,0,0,0,2,0,12,4000
233.35,0,0,0,6,0,12,14000
495,4815.41,4815.41,14,2,0.08,12,5500
2951.93,0,0,0,10,0,12,8000
1029.29,0,0,0,6,0,12,6500
66.75,0,0,0,3,0,12,4000
95.59,0,0,0,16,0.55,12,4500
413.31,0,0,0,8,0.63,12,6000
2400.71,1815.31,1815.31,2,32,0,12,11500
0,2322.57,2322.57,3,0,0,12,4000
139.5,0,0,0,3,0.09,12,1200
1342.51,0,0,0,20,0,12,8500
1241.4,0,0,0,22,0,12,11000
0,463.29,463.29,1,0,0,12,2500
1331,0,0,0,24,0,12,12500
0,308.5,308.5,2,0,0.14,12,6500
9007.67,0,0,0,87,0,12,15000
0,305.99,305.99,2,0,0,12,7500
779.7,0,0,0,14,0.5,12,9000
171,0,0,0,7,1,6,1500
2143.73,146.55,146.55,1,28,0,12,12500
3637.75,6419.42,6419.42,8,26,0.42,12,7000
699,0,0,0,1,0,12,1800
0,967.59,967.59,4,0,0,12,1200
333.28,77.96,77.96,1,8,0,12,5000
1970.49,0,0,0,40,0.42,12,12000
2814.23,0,0,0,40,0,12,7500
250,0,0,0,1,0,12,2000
132,0,0,0,2,0,12,2500
1430,2091.07,2091.07,8,4,0.08,12,1500
27.16,2692.78,2692.78,15,1,0,12,5000
39.8,3907.71,3907.71,2,1,0,12,8000
108.84,0,0,0,9,0,7,1500
0,2426.83,2426.83,9,0,0.1,12,1200
0,1894.38,1894.38,2,0,0,12,9000
1267,0,0,0,12,1,8,2500
270,2592.26,2592.26,11,6,0.11,12,6000
4392.05,0,0,0,79,1,12,6000
0,857.72,857.72,2,0,0.11,12,1500
110.68,0,0,0,3,0,12,4000
119.34,2563.32,2563.32,14,27,0.09,12,1200
1862.96,0,0,0,11,0,12,4400
1864.79,0,0,0,51,0,12,3000
0,3912.04,3912.04,10,0,0,12,3000
2825.85,0,0,0,24,0.25,12,10000
0,395.73,395.73,4,0,0,12,1500
9586.1,0,0,0,248,0.92,12,12000
1105.92,0,0,0,12,0.67,12,2500
405,0,0,0,11,0,11,7000
1778.76,0,0,0,53,0.58,12,7000
103.27,475.47,475.47,14,5,0,12,2500
333.54,2738.95,2738.95,7,4,0,7,2000
9228.97,0,0,0,85,0,12,9400
89.58,0,0,0,6,1,6,1500
199.56,0,0,0,12,0.25,12,3000
20,197.02,197.02,5,1,0,12,2000
266.64,95.29,95.29,1,12,0.55,12,3500
279.71,9337.27,9337.27,8,3,0.17,12,5000
499,0,0,0,6,0.13,11,1500
0,10507.87,10507.87,9,0,0,12,10500
0,244.04,244.04,3,0,0,12,1500
422.24,0,0,0,15,0,12,3000
1389.94,0,0,0,24,1,12,1300
1455.68,0,0,0,30,1,12,500
0,1880.66,1880.66,2,0,0.18,12,1000
542.34,0,0,0,3,1,8,2700
0,4505.06,4505.06,18,0,0,12,7500
0,4310.22,4310.22,15,0,0.2,12,4500
327.94,0,0,0,26,0,12,5000
1216.7,0,0,0,9,0,12,5000
553.7,0,0,0,9,0.2,12,1000
220.48,0,0,0,1,0,12,5000
431.93,0,0,0,17,0.3,12,4000
1209.56,0,0,0,11,0.18,12,12500
772.46,0,0,0,13,0.5,12,4000
0,1045.07,1045.07,5,0,1,12,1200
2126.81,0,0,0,27,1,12,7000
0,1539.29,1539.29,13,0,0,12,3000
1085.16,0,0,0,29,0.33,12,1000
130.5,0,0,0,9,0.33,12,1500
114,0,0,0,1,0,10,2000
0,4604.43,4604.43,6,0,0,12,5400
483.65,0,0,0,11,0.2,12,6000
0,615.72,615.72,2,0,0,12,1800
9249.73,0,0,0,96,0.3,12,9000
1848.24,0,0,0,12,0,12,3400
3882.65,2101.94,2101.94,10,37,0.17,12,3500
3588.13,0,0,0,62,0,12,6700
750.78,18.53,18.53,1,6,0,12,1200
2972.92,0,0,0,18,0.8,12,1200
0,218.23,218.23,5,0,0,12,1500
1586.6,110.67,110.67,1,10,0.67,12,2500
3729.35,536.66,536.66,4,45,0,12,2500
545.68,0,0,0,14,0.08,12,6500
0,1091.83,1091.83,1,0,0,12,1200
0,129.42,129.42,4,0,0,12,1800
824.61,0,0,0,20,0,11,4000
64.69,0,0,0,2,0,12,10500
69,0,0,0,1,0,12,2000
79.62,5457.12,5457.12,23,1,0.1,12,9500
0,99.32,99.32,4,0,0,12,1200
150,0,0,0,3,0.18,12,1600
15.8,0,0,0,3,0,12,7000
1108.54,0,0,0,26,0,12,3000
2600,3481.13,3481.13,8,4,0.1,12,6000
0,465.57,465.57,1,0,0,12,3000
556.83,0,0,0,32,0,11,1500
338.9,0,0,0,5,0,12,2500
1488.84,0,0,0,24,1,12,5000
2761.76,2317.64,2317.64,5,121,0,12,7000
66.7,0,0,0,2,0,12,1000
238.25,0,0,0,2,0,12,3000
79.24,0,0,0,1,0.33,12,6000
232.93,0,0,0,6,0.08,12,2500
845.67,4137.17,4137.17,71,16,0.09,12,2500
67.5,0,0,0,1,0,12,2500
1055.32,3780.15,3780.15,3,19,0,12,6500
108.95,0,0,0,6,0.11,12,1500
2151.93,0,0,0,21,0,12,4200
0,2328.86,2328.86,1,0,0,12,3500
27.05,0,0,0,1,0,12,1200
0,1674.4,1674.4,6,0,0,12,5000
0,716.82,716.82,3,0,0,11,3000
50,0,0,0,1,0,12,3000
0,534.23,534.23,3,0,0,12,1500
576,0,0,0,12,0.42,12,1500
1495.41,0,0,0,26,0.73,12,4500
4343.82,0,0,0,39,0,12,7500
740.7,0,0,0,12,0,12,2500
144.64,0,0,0,8,0,12,1000
255.25,2969.94,2969.94,20,4,0,12,6500
554.67,0,0,0,17,0.75,12,4000
0,7542.18,7542.18,20,0,0,12,10000
1669.2,0,0,0,65,0,12,8500
4060.58,0,0,0,53,0.83,12,7500
2361.97,365.69,365.69,1,39,0.08,12,3000
120,0,0,0,4,0,12,4000
64.71,9799.53,9799.53,35,2,0.08,12,9000
146.53,2665.36,2665.36,8,6,0,12,6000
0,1173.53,1173.53,3,0,0.13,12,4500
578.9,145.23,145.23,1,20,0,12,2500
769,0,0,0,15,0.4,12,4000
40,2392.28,2392.28,6,1,0,12,2500
0,77.87,77.87,1,0,0,12,1500
167,1141.78,1141.78,5,1,0,12,1800
248.77,0,0,0,8,0,12,1500
428.75,0,0,0,18,0.09,12,8000
1888.88,0,0,0,9,0.4,8,1000
211.07,0,0,0,4,0.1,12,1400
185.63,321.13,321.13,1,4,0.08,12,1300
0,291.42,291.42,3,0,0,11,1200
5723.9,0,0,0,130,1,12,7500
0,3383.3,3383.3,9,0,0,9,8000
0,478.93,478.93,1,0,0,12,3000
8534.58,0,0,0,116,0.88,12,5000
274.98,0,0,0,6,0,6,1500
0,1740,1740,4,0,0,8,2000
1247.39,0,0,0,25,0.45,11,5000
343.4,0,0,0,10,0,12,3000
0,567.82,567.82,2,0,0,12,3500
0,1120.77,1120.77,1,0,0.13,12,1200
0,2548.84,2548.84,5,0,0,12,6000
799.83,0,0,0,17,1,12,3000
341.9,294.19,294.19,4,13,0,12,4000
0,3020.52,3020.52,20,0,0,6,3000
2141.32,0,0,0,13,0,12,6500
3500.03,0,0,0,129,0,12,6000
114,0,0,0,2,0,12,8000
103,0,0,0,1,0,8,1000
0,8422.55,8422.55,25,0,0,8,9500
0,73.57,73.57,4,0,0,12,1500
71.75,0,0,0,7,0.14,12,3000
1618.31,0,0,0,9,0.33,7,1000
2903.17,0,0,0,24,0.83,12,4000
1350.13,1938.01,1938.01,3,32,0,12,4000
345,2529.3,2529.3,7,12,0,12,4500
0,2698.17,2698.17,26,0,0,12,6000
933.75,0,0,0,9,0,12,4000
0,135.34,135.34,1,0,0,12,3000
90,2093.95,2093.95,3,1,0,12,5000
420.06,765.91,765.91,10,9,0,6,1200
300,0,0,0,8,0,12,7500
0,2706.49,2706.49,1,0,0,12,3000
1311.76,0,0,0,14,0,12,3500
945.43,0,0,0,10,0,12,1500
229.5,0,0,0,6,0.44,12,6000
125.32,434.01,434.01,1,1,0,12,3000
2269.74,292.97,292.97,1,41,1,12,3000
200.4,0,0,0,12,0.45,12,4000
0,1422.64,1422.64,8,0,0,12,2500
0,1867.99,1867.99,6,0,0,9,3000
768.96,2604.39,2604.39,9,3,0.36,12,5000
3137.2,0,0,0,57,0,12,6500
678.32,175.57,175.57,1,9,0,12,3000
678.44,36.99,36.99,1,17,0,12,1500
3103.57,3780.1,3780.1,3,44,0.09,12,7500
967.23,6718.13,6718.13,19,15,0.57,12,1400
607.36,0,0,0,12,1,12,5500
1282.73,0,0,0,11,0.82,12,3500
73.42,1101.18,1101.18,3,1,0,12,9500
1442.9,0,0,0,29,1,6,4000
18.4,0,186.85,1,0,0,6,0
5829.93,0,306.06,4,0,0,12,6500
830.52,1059.04,0,0,8,0,12,3000
88.01,975,0,0,11,0.86,12,2725
77.52,325,117.4,2,10,0.17,12,6500
8073.05,2588.69,1857.73,9,39,0,12,11500
72.77,0,952.86,1,0,0.09,12,2500
8.29,72.52,0,0,1,0,7,3000
1207.77,0,944.37,8,0,0,12,1200
470.59,6743.31,0,0,122,0.67,12,3200
1915.68,855.27,0,0,8,0,11,6200
1283.81,166.9,959.09,20,6,0,12,1200
1322.58,453,0,0,7,0,12,1800
1753.28,245.85,468.57,5,4,0,12,1800
1663.49,3415.39,4152.2,7,44,0,12,8500
528.65,4978.23,0,0,60,0.92,12,6000
6.23,54,0,0,2,0,12,3000
2517.38,320,2357.82,5,2,0,6,2500
1453.61,4656.79,0,0,70,0,12,11500
1002.94,1056.33,0,0,42,0,12,2200
1344.98,224.54,0,0,18,0,12,1500
50.37,507.57,0,0,2,0,12,6000
3570.6,150.46,3381.91,7,2,0,11,6500
4364.02,2711.9,908.15,1,12,0,12,9500
1207.32,359,0,0,4,0,10,3000
138.54,987.45,0,0,12,0,6,3000
1155.34,5744.03,0,0,11,0,12,6000
30.33,284.34,0,0,6,0.27,12,1200
30.69,205.06,0,0,35,0,12,4500
805.37,0,1257.63,7,0,0.08,12,1000
638.16,1202.72,716.19,3,23,0.17,12,3000
264.87,940,0,0,2,0,12,6000
576.89,1081,0,0,3,0,12,6000
27.17,275,0,0,10,0.8,12,3000
2292.95,0,523.02,2,0,0,12,2500
3830.6,1257.16,2929.08,4,26,0,12,7500
690.63,666.6,0,0,12,0,12,6000
566.48,5370.39,0,0,60,0.5,12,5700
1158.01,170,299.9,3,1,0,12,1200
145.32,530.81,0,0,7,0,12,5500
3619.99,0,1483.64,17,0,0,12,13000
118.94,1250,0,0,5,0,7,3000
1793.95,0,93.2,1,0,0,12,2500
186.02,269.85,1115.89,5,6,0.33,7,2000
1414.47,331.52,57.69,1,2,0,12,7500
385.84,24.63,0,0,5,0,12,4500
306.54,2684.5,0,0,10,1,12,6000
12.13,244.18,0,0,10,1,10,2500
330.07,2441.21,0,0,21,0.92,12,1500
1121.02,0,410.04,2,0,0,12,1500
133.96,128.5,357.49,2,1,0,7,1500
1057.7,229.74,768.99,4,7,0,12,1500
7907.73,1685.19,8253.39,14,27,0.09,12,18500
61.16,981.49,0,0,21,0.4,12,7000
1191.75,0,1242.65,2,0,0,12,2500
15.58,143.76,0,0,12,0.3,12,1000
2.64,9.68,0,0,1,0,12,8000
4060.71,22500,0,0,12,0,12,23000
909.85,590,1557.37,5,5,0,8,2500
894.36,1164,0,0,12,0,12,2000
801.7,387.77,0,0,7,0,12,2500
267.25,2326.71,457.38,2,27,1,12,16000
291.6,0,1118.36,2,0,0.08,12,3000
660.47,0,1334.24,8,0,0,12,1700
128.37,1003.2,0,0,27,0.75,12,7000
3267.96,1910.51,0,0,65,0,12,3000
437.61,0,1340.13,3,0,0.09,12,1200
2701.54,0,932.37,4,0,0,12,3000
2427.76,0,2995.18,19,0,0,12,5000
239.1,750,1299.25,3,6,0.43,7,6500
1500.81,2340.87,0,0,31,0,12,5500
3425.95,0,2601.13,7,0,0,12,4000
103.79,1607.84,0,0,38,0.83,12,7000
1621.35,5167.6,0,0,52,0,12,5000
250.26,486.94,1131.99,1,3,0.33,12,4500
663.39,1208.7,0,0,19,0,8,1500
96.82,928.53,148.45,2,13,1,12,3000
636.14,4659.65,0,0,46,0.25,12,6000
16115.6,684.74,4354,15,15,0,12,18000
5238.92,270,2706.55,14,3,0,12,6000
2172.89,416.74,0,0,5,0.1,12,3000
1143.33,0,267.4,1,0,0,12,2500
1595.98,0,138.76,4,0,0,12,2400
288.1,2622.6,0,0,12,0.83,12,450
7268.71,306.91,12702.43,93,4,0,11,12000
15.45,574.75,0,0,11,0,11,1000
1903.27,1813.4,3795.1,1,14,0,12,4000
1102.63,1409.31,0,0,13,0,12,8500
21.88,123.48,0,0,6,0.5,6,1500
2.59,70,0,0,1,0,12,2000
1182.28,0,19.33,1,0,0,11,1200
66.84,908.34,0,0,14,0.5,12,6500
4476.63,0,6118.97,20,0,0,12,6000
6069.72,0,3189.06,2,0,0,12,12000
536.03,0,1057.95,3,0,0,12,1200
5044.18,966.6,774.25,3,48,0,12,4500
97.17,1639.92,0,0,12,0.08,12,2150
1339.01,0,1982.37,1,0,0,8,2500
2786.74,231.63,0,0,6,0,12,3000
28.41,215.94,0,0,12,0.78,12,4000
37.26,498.65,0,0,29,0.67,12,7000
11.12,168,0,0,12,0.08,12,5500
6.42,136.72,0,0,4,0.8,12,2500
135.86,843.95,0,0,25,1,8,1200
13.79,600,0,0,1,0,12,4500
2116.85,898.34,256.38,2,11,0,12,2500
135.79,880.28,0,0,22,0.73,12,6000
243.18,2687.48,0,0,67,1,12,5500
7468.01,1569.41,4500.29,7,10,0,11,8700
7395.89,0,4507.52,31,0,0,12,8500
364.22,142.52,654.35,6,2,0,12,2500
53.17,60,277.13,1,1,0,12,1200
1173.95,785.69,0,0,8,0,12,1200
1543.21,1027.57,0,0,13,0,12,6000
467.35,46.74,0,0,2,0,12,2500
303.05,894.4,0,0,12,0,11,4000
5481.74,0,8896.92,80,0,0,12,9000
1952.19,297.59,55.22,2,7,0,12,2500
0,54.85,0,0,5,0,12,5000
19.96,287.4,0,0,12,0.83,12,3000
1773.48,0,1578.89,3,0,0,12,3000
1734.69,0,158.85,2,0,0,12,1800
927.29,364.74,0,0,16,0,12,1000
1248.19,40.13,0,0,1,0,12,1750
467.29,4327.92,0,0,13,0.75,12,3000
1450.96,0,3419.82,4,0,0,9,4000
34.2,211.56,0,0,12,0.5,12,1000
3028.51,0,353.51,10,0,0,12,3000
886.66,1440.48,0,0,13,0,12,1800
692.53,404,0,0,2,0,12,6400
952.95,39.58,663.06,3,1,0,12,1800
2056.87,3373.7,0,0,31,0,12,7000
566.93,903,0,0,1,0,11,1500
1395.91,962.12,0,0,20,0,12,1600
18.61,302.5,0,0,17,0.33,12,3000
8419.74,3050.48,2127.49,5,67,0,12,12300
5.17,69,0,0,3,0.18,12,5000
7030.45,3747.12,266.71,1,70,0,12,14000
7091.03,0,2137.81,5,0,0,12,8500
1478.55,479.1,901.68,1,11,0,12,4500
985.46,672.31,0,0,17,0,12,2500
767.71,1730.6,0,0,45,0,7,4000
8670.05,0,7738.74,17,0,0,12,12500
26.77,190,0,0,7,0,10,1200
878.01,4085.23,0,0,43,1,6,20000
2409.24,990.15,0,0,26,0,12,8000
